/* DATA DESCRIPTION:
Citation:	Wu, Jiawang; Liu, Zhifei; Michard, Annie; Tachikawa, Kazuyo; Filippidi, Amalia; He, Zhiwei; Hennekam, Rick; Yang, Shouye; Davies, Gareth R; de Lange, Gert J (2022): Bulk sediment records of marine sediment cores from the Mediterranean Sea (Dataset S1). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.946160 (DOI registration in progress), 
	In: Wu, J et al. (2022): Effect of barite-bound Sr on detrital Sr isotope systematics in marine sediments with pertinent Mediterranean examples. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.946258 (DOI registration in progress)
Keyword(s):	Barite; Barium (Ba); marine sediments; Mediterranean Sea; Provenance; sapropel; Sr isotopes; Strontium (Sr)
Related to:	Wu, Jiawang; Liu, Zhifei; Michard, Annie; Tachikawa, Kazuyo; Filippidi, Amalia; He, Zhiwei; Hennekam, Rick; Yang, Shouye; Davies, Gareth R; de Lange, Gert J (2022): Effect of barite-bound Sr on detrital Sr isotope systematics in marine sediments. Chemical Geology, 587, 120613, https://doi.org/10.1016/j.chemgeo.2021.120613
Funding:	China Postdoctoral Science Foundation (URI: http://res.chinapostdoctor.org.cn/BshWeb/index.shtml), grant/award no. 2018M640418
	China Postdoctoral Science Foundation (URI: http://res.chinapostdoctor.org.cn/BshWeb/index.shtml), grant/award no. 2019T120352
	European Commission (EC), grant/award no. MAS2-CT93-0051: European Programme (PALEOFLUX)
	European Commission (EC), grant/award no. MAS3 CT97-0137: European Programme (SAP)
	European Commission (EC), grant/award no. MAST1-90022C: European Programme (MARFLUX)
	National Natural Science Foundation of China (NSFC) (URI: http://www.nsfc.gov.cn/publish/portal1/), grant/award no. 2018YFE0202402: National Key R&D Program of China
	National Natural Science Foundation of China (NSFC) (URI: http://www.nsfc.gov.cn/publish/portal1/), grant/award no. 41806064
	National Natural Science Foundation of China (NSFC) (URI: http://www.nsfc.gov.cn/publish/portal1/), grant/award no. 42006060
Coverage:	MEDIAN LATITUDE: 35.552424 * MEDIAN LONGITUDE: 23.094697 * SOUTH-BOUND LATITUDE: 33.375000 * WEST-BOUND LONGITUDE: 4.510000 * NORTH-BOUND LATITUDE: 39.661667 * EAST-BOUND LONGITUDE: 32.666667
	MINIMUM DEPTH, sediment/rock: 0.0025 m * MAXIMUM DEPTH, sediment/rock: 1.4000 m
Event(s):	AP1GC (AP1) * LATITUDE: 39.216667 * LONGITUDE: 19.113333 * ELEVATION: -811.0 m * METHOD/DEVICE: Gravity corer (GC) * COMMENT: RV Urania 1998
	BC03BC (BC03) * LATITUDE: 33.375000 * LONGITUDE: 24.766667 * ELEVATION: -2180.0 m * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer) * COMMENT: RVarion Dufresne 1994/5
	BC07BC (BC07) * LATITUDE: 33.666667 * LONGITUDE: 32.666667 * ELEVATION: -893.0 m * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer) * COMMENT: RVarion Dufresne 1994/5
	BC19BC (BC19) * LATITUDE: 33.798333 * LONGITUDE: 28.608333 * ELEVATION: -2750.0 m * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer) * COMMENT: RVarion Dufresne 1991
	CP10BC * LATITUDE: 34.545000 * LONGITUDE: 16.566667 * ELEVATION: -1501.0 m * Recovery: 0.35 m * CAMPAIGN: CORTADO * BASIS: Pelagia (URI: https://www.nioz.nl/en/facilities/research-vessels/RV-pelagia) * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	MT15PC (MT15) * LATITUDE: 38.896667 * LONGITUDE: 4.510000 * ELEVATION: -2373.0 m * METHOD/DEVICE: Piston corer (PC) * COMMENT: RV Tyro 1993
	SL09BC (SL09) * LATITUDE: 34.286667 * LONGITUDE: 31.523333 * ELEVATION: -2302.0 m * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer) * COMMENT: RV Logachev 1999
	SL29BC (SL29) * LATITUDE: 33.390000 * LONGITUDE: 32.503333 * ELEVATION: -1587.0 m * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer) * COMMENT: RV Logachev 1999
	SL73BC * LATITUDE: 39.661667 * LONGITUDE: 24.511667 * ELEVATION: -339.0 m * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer) * COMMENT: RV Logachev 1999
	SL114BC * LATITUDE: 35.286667 * LONGITUDE: 21.408333 * ELEVATION: -3390.0 m * CAMPAIGN: SMILABLE * BASIS: Professor Logachev (URI: http://www.pmge.ru/modules.php?name=Contenteng&pa=showpage&pid=12) * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	UM42BC (UM42) * LATITUDE: 34.953333 * LONGITUDE: 17.863333 * ELEVATION: -1375.0 m * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer) * COMMENT: RV Urania 1994
Parameter(s):	Event label (Event) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn)
	Latitude of event (Latitude) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn)
	Longitude of event (Longitude) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn)
	Elevation of event [m] (Elevation) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn)
	Sample code/label (Sample label) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn) * COMMENT: barite-Sr
	Sample type (Samp type) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn)
	DEPTH, sediment/rock [m] (Depth) * GEOCODE * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn)
	AGE [ka BP] (Age) * GEOCODE * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn) * METHOD/DEVICE: Age, 14C
	Calcium carbonate [%] (CaCO3) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn)
	Barium [µg/g] (Ba) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn)
	Strontium [µg/g] (Sr) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn)
	Calcium [%] (Ca) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn)
	Aluminium [%] (Al) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn)
	Iron [%] (Fe) * PI: Wu, Jiawang (https://orcid.org/0000-0002-1670-1536, jwwu@tongji.edu.cn)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	1024 data points
*/
Event	Latitude	Longitude	Elevation [m]	Sample label	Samp type	Depth [m]	Age [ka BP]	CaCO3 [%]	Ba [µg/g]	Sr [µg/g]	Ca [%]	Al [%]	Fe [%]
SL29BC	33.3900	32.5033	-1587	SL29-4	S1b	0.2325	7.46	51.6	730	758	13.32	5.16	4.08
SL29BC	33.3900	32.5033	-1587	SL29-5	S1a	0.2725	8.40	48.1	646	774	12.53	5.08	5.18
SL29BC	33.3900	32.5033	-1587	SL29-6	S1a	0.3225	9.57	49.5	254	762	14.46	5.24	3.66
SL29BC	33.3900	32.5033	-1587	SL29-7	non-S1	0.3525	10.27	47.9	239	749	13.42	5.32	3.88
SL29BC	33.3900	32.5033	-1587	SL29-8	non-S1	0.3925	11.21	47.7	108	657	12.92	4.83	3.62
BC03BC	33.3750	24.7667	-2180	BC03-1	non-S1	0.0560	4.97	67.8	131	875	23.03	3.39	2.01
BC03BC	33.3750	24.7667	-2180	BC03-2	non-S1	0.0740	5.36	71.7	122	885	23.67	3.17	1.88
BC03BC	33.3750	24.7667	-2180	BC03-3	S1b	0.1280	6.62	72.9	394	1147	24.02	2.94	2.02
BC03BC	33.3750	24.7667	-2180	BC03-4	S1b	0.1400	6.89	71.9	631	1201	23.38	3.06	2.32
BC03BC	33.3750	24.7667	-2180	BC03-5	S1b	0.1580	7.33	69.8	920	1237	22.86	3.27	2.78
BC03BC	33.3750	24.7667	-2180	BC03-6	S1a	0.1700	7.73	65.4	997	1248	21.43	3.49	3.43
BC03BC	33.3750	24.7667	-2180	BC03-7	S1a	0.1820	8.02	64.2	724	1444	19.96	3.40	2.82
BC03BC	33.3750	24.7667	-2180	BC03-8	S1a	0.2120	8.67	63.6	480	1456	20.81	3.57	2.52
BC03BC	33.3750	24.7667	-2180	BC03-9	S1a	0.2180	8.92	64.2	222	1258	20.80	3.66	2.25
BC03BC	33.3750	24.7667	-2180	BC03-10	S1a	0.2480	9.56	64.4	169	1071	21.91	3.73	2.28
BC03BC	33.3750	24.7667	-2180	BC03-11	non-S1	0.2840	10.44	68.0	125	961	23.51	3.30	2.01
BC03BC	33.3750	24.7667	-2180	BC03-12	non-S1	0.3500	12.07	61.4	147	627	20.16	3.99	2.05
BC03BC	33.3750	24.7667	-2180	BC03-13	non-S1	0.4040	13.41	68.7	118	584	22.49	3.31	1.72
BC03BC	33.3750	24.7667	-2180	BC03-14	non-S1	0.5000	15.78	68.7	118	556	23.33	3.41	2.00
BC03BC	33.3750	24.7667	-2180	BC03-15	non-S1	0.6020	18.34	59.7	147	510	20.09	4.30	2.54
SL09BC	34.2867	31.5233	-2302	SL09-1	non-S1	0.0035	0.30	60.6	101	780	19.56	4.37	3.17
SL09BC	34.2867	31.5233	-2302	SL09-2	non-S1	0.0995	2.38	59.2	99	763	19.81	4.70	3.20
SL09BC	34.2867	31.5233	-2302	SL09-3	non-S1	0.1895	4.34	62.3	83	802	20.81	4.22	3.00
SL09BC	34.2867	31.5233	-2302	SL09-4	S1b	0.2495	5.64	54.6	242	871	16.75	4.82	3.54
SL09BC	34.2867	31.5233	-2302	SL09-5	S1b	0.2995	6.72	56.2	789	847	16.64	4.71	3.98
SL09BC	34.2867	31.5233	-2302	SL09-6	S1b	0.3245	7.27	53.9	947	737	15.37	4.15	4.62
SL09BC	34.2867	31.5233	-2302	SL09-7	S1a	0.3495	7.81	47.0	885	666	13.90	5.36	4.94
SL09BC	34.2867	31.5233	-2302	SL09-8	S1a	0.3745	8.35	49.4	848	714	14.77	5.00	5.01
SL09BC	34.2867	31.5233	-2302	SL09-9	S1a	0.4045	9.00	51.2	556	869	15.52	4.94	4.06
SL09BC	34.2867	31.5233	-2302	SL09-10	non-S1	0.4495	9.98	48.3	165	679	14.61	5.42	3.97
BC19BC	33.7983	28.6083	-2750	BC19-1	non-S1	0.0375	2.07	69.2	130	1044	19.94	3.43	2.02
BC19BC	33.7983	28.6083	-2750	BC19-2	non-S1	0.0575	2.73	67.8	136	1021	19.45	3.61	2.09
BC19BC	33.7983	28.6083	-2750	BC19-3	non-S1	0.0725	3.16	68.0	129	1046	18.99	3.54	1.99
BC19BC	33.7983	28.6083	-2750	BC19-4	non-S1	0.1050	4.25	33.7	343	439	9.08	5.97	2.05
BC19BC	33.7983	28.6083	-2750	BC19-5	non-S1	0.1275	4.91	71.9	112	1097	21.02	3.07	1.79
BC19BC	33.7983	28.6083	-2750	BC19-6	non-S1	0.1575	5.88	69.4	110	1135	19.80	3.26	2.04
BC19BC	33.7983	28.6083	-2750	BC19-7	S1b	0.1925	6.91	68.7	1086	1116	17.93	3.56	3.24
BC19BC	33.7983	28.6083	-2750	BC19-8	S1b	0.2075	7.46	56.6	963	795	13.09	4.94	4.32
BC19BC	33.7983	28.6083	-2750	BC19-9	S1a	0.2325	7.98	58.0	1322	831	12.52	4.11	4.44
BC19BC	33.7983	28.6083	-2750	BC19-10	S1a	0.2575	8.77	56.7	1022	829	12.37	3.94	5.11
BC19BC	33.7983	28.6083	-2750	BC19-11	S1a	0.2725	9.02	57.0	710	1163	12.53	4.71	3.67
BC19BC	33.7983	28.6083	-2750	BC19-12	S1a	0.2925	9.48	53.6	275	986	12.17	5.04	3.57
BC19BC	33.7983	28.6083	-2750	BC19-13	non-S1	0.3025	9.78	52.0	248	999	12.14	5.23	3.75
BC19BC	33.7983	28.6083	-2750	BC19-14	non-S1	0.3225	10.39	53.2	160	971	13.76	5.04	3.51
BC19BC	33.7983	28.6083	-2750	BC19-15	non-S1	0.3495	11.20	60.1	151	935	16.42	4.35	2.86
SL114BC	35.2867	21.4083	-3390	SL114-1	non-S1	0.1555	4.05	61.5	144	938	20.40	4.27	2.43
SL114BC	35.2867	21.4083	-3390	SL114-2	non-S1	0.2205	5.87	65.4	169	1196	21.48	3.86	2.45
SL114BC	35.2867	21.4083	-3390	SL114-3	S1b	0.2405	6.43	68.4	721	1172	21.89	3.61	2.62
SL114BC	35.2867	21.4083	-3390	SL114-4	S1b	0.2655	7.13	56.0	928	874	16.67	4.98	3.97
SL114BC	35.2867	21.4083	-3390	SL114-5	S1b	0.2805	7.55	58.3	1066	913	17.68	3.95	3.86
SL114BC	35.2867	21.4083	-3390	SL114-6	S1a	0.3205	8.67	62.8	991	1078	19.25	3.30	3.21
SL114BC	35.2867	21.4083	-3390	SL114-7	S1a	0.3405	9.23	62.3	833	1156	19.74	3.14	3.15
SL114BC	35.2867	21.4083	-3390	SL114-8	non-S1	0.3905	10.63	56.3	159	746	18.00	4.44	2.86
SL114BC	35.2867	21.4083	-3390	SL114-9	non-S1	0.4920	13.47	52.2	146	530	16.45	5.00	2.53
MT15PC	38.8967	4.5100	-2373	MT15-1	non-S1	0.0025	1.49	54.9	219	787	18.16	5.86	2.77
MT15PC	38.8967	4.5100	-2373	MT15-2	non-S1	0.2025	3.30	66.6	189	805	18.78	5.50	2.57
MT15PC	38.8967	4.5100	-2373	MT15-3	non-S1	0.5025	6.03	59.7	191	799	20.00	5.03	2.33
MT15PC	38.8967	4.5100	-2373	MT15-4	non-S1	0.8025	8.75	57.8	268	778	18.96	5.65	2.63
MT15PC	38.8967	4.5100	-2373	MT15-5	non-S1	0.9025	9.66	57.3	319	796	22.46	5.71	2.65
MT15PC	38.8967	4.5100	-2373	MT15-6	non-S1	1.0025	10.56	46.7	316	458	15.06	6.72	3.80
MT15PC	38.8967	4.5100	-2373	MT15-7	non-S1	1.0400	10.93	45.2	331	407	15.11	7.04	3.98
MT15PC	38.8967	4.5100	-2373	MT15-8	non-S1	1.0800	11.29	48.4	307	512	15.00	5.95	3.60
MT15PC	38.8967	4.5100	-2373	MT15-9	non-S1	1.1400	11.83	51.0	351	648	18.44	5.91	2.99
MT15PC	38.8967	4.5100	-2373	MT15-10	non-S1	1.1800	12.20	54.5	316	677	20.84	5.66	2.40
MT15PC	38.8967	4.5100	-2373	MT15-11	non-S1	1.2025	12.38	57.8	285	704	20.48	5.09	2.09
MT15PC	38.8967	4.5100	-2373	MT15-12	non-S1	1.4000	14.19	49.3	348	564	16.15	5.81	2.68
